title~summary~url~img_url
Trápení s časovými pásmy | Mňamka #468~                          Věděli jste, že Rusko má jedenáct časových pásem, ale poměrně rozlehlá Čína jen jedno? Nebo že letní čas je v Iránu zaváděn a ukončován každých pár let v závislosti na aktuálních podmínkách a rozhodnutí vlády? Pokud ne, tak se určitě začtěte do dnešní mňamky. Bára pro vás sepsala, jakou zábavu jsme si v posledních měsících užili s časovými pásmy. Potřebovali jsme totiž několikrát denně stahovat data z různých měst po celém světe vždy v určitý lokální čas. A to není tak jednoduché, jak by se na první pohled mohlo zdát. Mrkněte se na to!                        ~https://www.bizztreat.com/blog/trapeni-s-casovymi-pasmy-mnamka-468~https://www.bizztreat.com/files/responsive/360/0/timezone.png
12 mentálních modelů pro datovou analytiku | Mňamka #466~                          Bez technických dovedností se v datové analytice obejdete jen stěží. Vedle toho ale existuje i celá řada konceptuálních nástrojů – mentálních modelů, které sice nejsou nezbytné, ale mohou vám značně usnadnit orientaci v komplexních situacích a projektech.  Jedním z takových užitečných konceptů je např. GIGO (neboli Garbage In, Garbage Out), který je dobré mít na paměti pokaždé, než se pustíte do vytváření sofistikovaných analýz. Podívejte se, jaké další mentální modely se vám mohou v datové analytice hodit!                        ~https://towardsdatascience.com/12-mental-models-for-data-science-f2e2133d85ea~https://www.bizztreat.com/files/responsive/360/0/mentalni.jpg
Machine learning vs. prediktivní analytika | Mňamka #467~                          Pojmy machine learning a prediktivní analytika jsou často používány jako synonyma. A není se čemu divit, oba dva procesy sledují velmi podobné cíle – snaží se vytvářet co nejpřesnější předpovědi na základě velkého množství dat, čímž firmám pomáhají zvýšit efektivitu a činit informovaná rozhodnutí. Existují mezi nimi ale i významné rozdíly. Tak např. zatímco strojové učení se samo vyvíjí a aktualizuje v reálném čase, prediktivní analytika obvykle pracuje pouze se statickým datasetem, a tak musí být aktualizována. Více o tom už v dnešní mňamce!                        ~https://www.dataversity.net/machine-learning-vs-predictive-analytics/~https://www.bizztreat.com/files/machine.jpg
Jak využít ChatGPT v datové vědě? | Mňamka #464~                          ChatGPT může být velmi užitečným pomocníkem i pro datové analytiky a developery. S jeho pomocí například můžete vytvářet datové modely, vizualizovat vybraná data nebo vyzkoušet různé machine learning algoritmy. Možností, které vám generativní AI nabízí, je tedy celá řada. Pokud ale chcete získat použitelné výsledky a zároveň neohrozit bezpečnost vašich dat, je dobré se při práci s ChatemGPT držet i určitých zásad. V dnešní mňamce pro vás máme pár příkladů a best practices, jak na to!                        ~https://www.kdnuggets.com/2023/05/integrating-chatgpt-data-science-workflows-tips-best-practices.html~https://www.bizztreat.com/files/responsive/360/0/3687-chatgpt.jpg
Grafy, které změnily svět | Mňamka #465~                          Když skotský politický ekonom William Playfair před více než 200 lety vytvořil první koláčový graf na světě, kolegové se mu téměř vysmáli. Ostatně, jak by pouhé nákresy mohly reprezentovat solidní vědecká data? Historie ale dala Playfairovi za pravdu – grafické znázornění číselných hodnot namísto tabulek je nejen možné, ale dokonce velmi žádoucí. Datové vizualizace jsou proto v dnešní době standardem a některé z nich dokázaly změnit i svět. Podívejte se, které to byly!                        ~https://www.bbc.co.uk/ideas/videos/five-charts-that-changed-the-world/p0fb69c1~https://www.bizztreat.com/files/responsive/360/0/grafyzmenily.jpg
Hlavní benefity analytiky v HR | Mňamka #462~                          Datová analytika se postupně stává integrální součástí firemních HR oddělení. Zatímco dříve se firmy v této oblasti řídily spíše populárními trendy nebo jen slepě následovaly konkurenci, dnes už se to dá dělat i jinak. Data vám totiž dávají mocný nástroj, jak zjistit, co je skutečně efektivní a co nikoliv. Nemusíte tak už jen hádat, jaké benefity vaši lidé nejvíce oceňují. Nebo čekat na konec roku s hodnocením jejich výkonnosti. Vše lze dělat v reálném čase. Podívejte se, jaké jsou největší výhody datové analytiky v HR!                        ~https://medium.com/datatobiz/top-12-benefits-of-hr-analytics-in-2023-revolutionizing-human-resources-ff5bcbb69a12~https://www.bizztreat.com/files/responsive/360/0/hranalytics.png
Kdy nepoužívat sloupcové grafy? | Mňamka #463~                          Sloupcové grafy jsou skvělým a snadno srozumitelným nástrojem pro vizualizaci dat. Není proto divu, že se těší značné popularitě. Problémem ale je, že jsou často využívány i v situacích, na které se příliš nehodí, což může vést k nesprávné či zavádějící interpretaci dat. Typicky se to stává např. při jejich použití k zobrazení sumárních statistik, jakou jsou průměry či mediány, kdy může docházet až k přílišné ztrátě detailu. V dnešní mňamce si ukážeme, proč je v takových případech většinou lepší zvolit jiný typ grafu!                        ~https://medium.com/@zvonimir.boban.mef/when-is-it-wrong-to-use-bar-charts-70f55a3fb1a2~https://www.bizztreat.com/files/responsive/360/0/sloupcove.jpg
Web scraping – jak překonat nejčastější problémy | Mňamka #460~                          Data z webových stránek představují cenný zdroj informací snad pro každou firmu. Možností jejich využití je totiž celá řada – můžete např. sledovat ceny konkurence a na základě toho dynamicky upravovat ceny vlastní nebo provádět rozsáhlé průzkumy trhu a popularity jednotlivých produktů. No jo, jenže jak taková data získat? Mohli byste je samozřejmě sbírat ručně, mnohem lepší ale je vše zautomatizovat pomocí tzv. web scrapingu. To ovšem není jen tak. Podívejte se, na jaké problémy při tom můžete narazit a jak je překonat!                        ~https://tdwi.org/Articles/2023/05/18/DIQ-ALL-How-Data-Experts-Overcome-Web-Scraping-Challenges.aspx~https://www.bizztreat.com/files/responsive/360/0/webscraping.jpg
Nahradí AI datové analytiky? | Mňamka #461~                          Koho všeho nahradí umělá inteligence? To je asi jedno z nejdiskutovanějších témat letošního roku. Dnes se proto podíváme, zda na seznamu ohrožených profesí najdeme i datové analytiky. ChatGPT si totiž dokáže poradit i s SQL, Pythonem a R kódováním. A s pomocí pluginu Code Interpreter můžete dokonce provádět analýzu dat a vytvářet grafy. Na první pohled by se tedy mohlo zdát, že datovým analytikům zvoní hrana. Ve skutečnosti to ale tak jednoduché není, jelikož generativní AI má stále jednu velkou Achillovu patu. Více o tom už v dnešní mňamce!                           ~https://towardsdatascience.com/will-generative-ai-replace-the-need-for-data-analysts-6b6807599d00~https://www.bizztreat.com/files/responsive/360/0/ai.jpg
9 trendů v business intelligence | Mňamka #458~                          Poslední dekáda přinesla na poli BI a datové analytiky doslova revoluční změny. Cloudová řešení se stala běžným fenoménem, interaktivní dashboardy a vizualizace nahradily nedostačující a pomalé spreadsheety a ve většině firem došlo k významné demokratizaci procesů, čímž data přestala být výsadou pouze datových analytiků. Ani tím to ale samozřejmě nekončí. Jak všichni víme, pokrok je nezastavitelný a nové BI trendy tak světlo světa spatřují téměř každý den. Podívejte se na přehled těch nejvýznamnějších!                        ~https://medium.com/datatobiz/9-top-business-intelligence-trends-for-2023-updated-31e1931fe10b~https://www.bizztreat.com/files/responsive/360/0/bitrendy.png
Jak na smysluplné vizualizace | Mňamka #459~                          Data mluví jasně! Tedy až na případy, kdy to není pravda. Datové vizualizace mohou být mocným nástrojem pro srozumitelnou reprezentaci i dosti komplexních informací. Platí to ale pouze za předpokladu, že se při tvorbě grafů a dashboardů držíme těch nejlepších designových principů a best practices. I velmi jednoduchý graf totiž může být značně matoucí, pokud zvolíme např. nevhodné škálování os nebo jestliže si vybereme jen takové datové body, které podporují náš pohled na věc. Přečtěte si, na co si dát při tvorbě vizualizací pozor!                        ~https://medium.com/@mubarakdaha/making-meaningful-data-visualizations-best-practices-and-techniques-de661fb0ea88~https://www.bizztreat.com/files/responsive/360/0/3672-vizualizace.jpg
Základní pojmy v datovém modelování | Mňamka #457~                          Co je to datový model? Jaký je rozdíl mezi konceptuálním a logickým modelem? A k čemu slouží proces tzv. normalizace? Bez datového modelování se dnes v BI obejdete už jen stěží, Kuba si o něm proto připravil krátkou minisérii, ve které si vše probereme od úplných základů. V prvním díle se seznámíme s nejdůležitějšími pojmy, které byste v této souvislosti měli znát, a na jednoduchém příkladu z oblasti sales si ukážeme, jak takový datový model vlastně vypadá. Tak pojďme na to!                        ~https://www.bizztreat.com/blog/zakladni-pojmy-v-datovem-modelovani-mnamka-457~https://www.bizztreat.com/files/responsive/360/0/3663-obrazek1.png
4 dimenze datové analytiky | Mňamka #455~                          Firemní kulturu si nemůžete koupit, musíte ji vybudovat. A platí to samozřejmě i v oblasti dat. Většina firem má sice v dnešní době za cíl stát se více data-driven, často ale podceňují jednu důležitou věc. A to investice do datové gramotnosti svých lidí. Bez nich se skutečně neobejdete. Tedy pokud nechcete, aby vaši lidé disponovali jen povrchní znalostí deskriptivní analytiky a všechno ostatní přijímali jako netransparentní výstupy z nějaké magické „černé krabičky“. Přečtěte si, jak se tomu vyvarovat!                         ~https://www.datanami.com/2023/04/25/four-dimensions-of-analytics/~https://www.bizztreat.com/files/responsive/360/0/4dimenze.jpg
Jak zlepšit marketingové kampaně pomocí dat? | Mňamka #456~                          Úspěch každého businessu do značné míry závisí na efektivitě jeho marketingových kampaní. Není proto příliš překvapivé, že datová analytika našla v oblasti marketingu velmi široké pole působnosti. Mezi nejpoužívanější datové techniky pro zlepšení efektivity marketingových kampaní patří například segmentace zákazníků, analýza sentimentu, prediktivní analytika, A/B testování, analýza sociálních sítí a autonomní doporučující systémy. Podívejte se, jak je můžete využít i pro zlepšení vašich kampaní!                        ~https://towardsdatascience.com/data-science-techniques-to-improve-marketing-campaigns-f949573712d9~https://www.bizztreat.com/files/responsive/360/0/kampane.jpg
MAQL II. - MAQL Reuse factů & Nesting metrik | Mňamka #454~                          Proč se vyplatí recyklovat metriky v MAQL? Máme tady pokračování naší krátké minisérie o dotazovacím jazyku MAQL od Péti. V minulém díle jsme si osvětlili základní rozdíl mezi SQL a MAQL a dnes se zaměříme na výhody metrik vytvořených pomocí MAQL a jejich recyklaci. Funguje to přitom podobně jako v případě klasické recyklace surovin. Pokud ji dělat nebudete, ušetříte si možná půl minutky práce, v budoucnu se vám to ale může velmi nepříjemně vrátit.  Tak se na to pojďte podívat!                        ~https://www.bizztreat.com/blog/maql-ii-maql-reuse-factu-nesting-metrik-mnamka-454~https://www.bizztreat.com/files/responsive/360/0/reusability.png
Nejčastější typy datových úniků | Mňamka #452~                          Spousta firem podceňuje datovou bezpečnost. Každý únik dat přitom může podkopat kredibilitu firmy a v krajním případě i nenávratně poškodit její reputaci. Nemusí přitom nutně jít o sofistikované hackerské útoky. Možností, jak přijít o data, je celá řada. Od zdánlivě nevinného přeposlání emailu na nesprávnou adresu přes phishingové útoky využívající firemní informace až po ransomware, který vám zablokuje celý systém. Podívejte se, na jaké základní typy datových úniků si dávat pozor a jak jim předcházet!                        ~https://tdan.com/most-common-types-of-data-breaches/30670~https://www.bizztreat.com/files/databreaches.png
Jak si udělat pořádek v grafech? | Mňamka #453~                          Méně je někdy více! Toto známé české přísloví platí i v oblasti datových vizualizací. Při tvorbě grafů a dashboardů si lidé někdy usnadňují práci tím, že jednoduše převezmou defaultní nastavení daného vizualizačního nástroje a už si nekladou otázku, zda všechny jeho elementy skutečně dávají smysl. Výsledkem pak bývají nepřehledné grafy, které nedávají dostatečně vyniknout klíčovým datům. V dnešní mňamce si proto na jednom praktickém příkladu ukážeme, jak se dá takový graf debordelizovat!                         ~https://www.storytellingwithdata.com/blog/what-clutter-can-we-eliminate~https://www.bizztreat.com/files/responsive/360/0/dataporadak.png
K čemu je prediktivní analytika? | Mňamka #450~                          Snad každá firma chce mít co největší konkurenční výhodu oproti ostatním společnostem ve svém oboru. A data vám samozřejmě nabízejí celou řadu možností, jak toho docílit. Jednou z nejzajímavějších, ale také nejvíce opomíjených, je prediktivní analytika. S její pomocí můžete např. předpovídat budoucí trendy a poptávku po vašich produktech, což vám umožní lépe optimalizovat množství držených zásob. Podívejte se proto, proč byste prediktivní analytiku rozhodně neměli podceňovat!                        ~https://techbullion.com/5-ways-to-harness-the-power-of-predictive-analytics-through-consumer-data/~https://www.bizztreat.com/files/responsive/360/0/predict.png
AI a budoucnost regulace | Mňamka #451~                          ChatGPT doslova ohromil celý svět, a tak mu lidé bez většího rozmyslu začali poskytovat data nejrůznějšího charakteru. V některých případech šlo bohužel i o citlivá interní data. Samsung např. nedávno zjistil, že někteří jeho zaměstnanci s ChatemGPT sdílejí i vysoce důvěryhodný kód, což představuje potenciálně závažný únik dat. Není tedy příliš překvapivé, že sílí volání po větší regulaci umělé inteligence. V dnešní mňamce se podíváme na to, jaký je současný stav regulace na poli AI a jaké by mohly být její budoucí dopady!                        ~https://www.datacamp.com/blog/chatGPT-and-the-future-of-ai-regulations~https://www.bizztreat.com/files/responsive/360/0/ai-regulace.png
Datové modely: k čemu jsou a jak je vytvořit? | Mňamka #448~                          Firmy v e-commerce sektoru je využívají k analýze zákaznických dat, predikci poptávky či optimalizaci množství zásob. Banky na jejich základě činí např. rozhodnutí o poskytnutí úvěru. A softwarové společnosti je zase potřebují k inkorporaci analytiky do produktů. Řeč je samozřejmě o datových modelech, bez kterých se dnes už neobejde žádná firma, která chce s daty pracovat efektivně. V dnešní mňamce od GoodData se proto podíváme, jak se vlastně takové datové modely vytváří a jakých best practices se při jejich tvorbě držet!                        ~https://www.gooddata.com/blog/what-a-data-model/~https://www.bizztreat.com/files/responsive/360/0/datamoel.png
Jak na plošné grafy | Mňamka #449~                          Plošné grafy jsou o poznání exotičtější a barevnější variantou populárních spojnicových grafů. Od nich se odlišují zejména tím, že plochy pod čarami jsou vyplněny barvami, vzory či obrázky. Snadno bychom tak mohli nabýt dojmu, že oba grafy jsou mezi sebou ve vizualizacích vzájemně zaměnitelné. To by ale byla velká chyba. Dnes si totiž ukážeme, že případů, na které se plošné grafy hodí, je v praxi docela málo. Několik ideálních use cases ale přesto existuje. Pojďte se na ně spolu s námi podívat!                        ~https://www.storytellingwithdata.com/blog/2020/4/9/what-is-an-area-graph~https://www.bizztreat.com/files/responsive/360/0/areachart.png
Kdy modernizovat datový sklad? | Mňamka #446~                          Spoléhat se na zastaralé systémy nejde do nekonečna. Spousta firem odkládá modernizaci svého datového skladu do poslední chvíle a tím před sebou valí nabalující se balvan technologického dluhu. To má samozřejmě celou řadu negativních dopadů, z nichž asi nejvýznamnějším je ztráta konkurenceschopnosti. Pokud se tedy i váš datový sklad stal spíše černou dírou na peníze, je pravděpodobně nejvyšší čas na změnu. V dnešní mňamce se podíváme na to, jak poznat, že už právě taková chvíle nastala!                        ~https://tdwi.org/Articles/2023/04/10/DWT-ALL-Five-Signs-Time-to-Modernize-Your-Data-Warehouse.aspx?Page=1~https://www.bizztreat.com/files/responsive/360/0/modernizace.jpg
Co jsou to syntetická data? | Mňamka #447~                          Na první pohled vypadají k nerozeznání od reálných dat, ve skutečnosti ale vznikla „nepřirozeným“ způsobem. Řeč je samozřejmě o syntetických datech, která hrají v analytice čím dál větší roli. Podle některých odhadů by např. už v příštím roce mohlo být až 60 % dat používaných v umělé inteligenci a analytických projektech syntetického původu. Co stojí za tak nebývalým růstem jejich popularity? Důvodů je mnoho, tím nejdůležitějším jsou ale zvyšující se nároky na datovou bezpečnost. Mrkněte se proto, jak se dají syntetická data využít!                        ~https://mitsloan.mit.edu/ideas-made-to-matter/what-synthetic-data-and-how-can-it-help-you-competitively~https://www.bizztreat.com/files/responsive/360/0/sytetickadata.jpg
Data všude kolem nás | Mňamka #444~                          Firmy mají v dnešní době o svých zákaznících více dat než kdykoliv předtím. Přesto je většina z nich nevyužívá ani zdaleka optimálně. Hlavním důvodem, proč se tak děje, je jejich nedostatečná organizace. Data jsou často rozeseta v mnoha různých zdrojích a není proto vůbec snadné se k nim rychle dostat a činit na jejich základě nezbytná byznysová rozhodnutí. Pojďte se spolu s námi podívat, jak takovou situaci řešit a jak si v zákaznických datech udělat pořádek!                        ~https://tdwi.org/articles/2023/04/03/diq-all-what-to-do-with-data.aspx~https://www.bizztreat.com/files/responsive/360/0/datakolemnas.jpg
Data-centrický pohled na ChatGPT | Mňamka #445~                          ChatGPT nepřináší nic nového. Žádná z technik, které tento jazykový model využívá, není inovativní ani unikátní. Přesto se mu podařilo zrevolucionizovat svět AI. Jak je možné, že zrovna ChatGPT dosáhl tak neuvěřitelného úspěchu ve srovnání s předchozími modely? Co se změnilo? V dnešní mňamce si na tuto otázku posvítíme data-centrickou perspektivou. GPT modely totiž udělaly velký pokrok nejen v kvantitě, ale také v kvalitě dat, která využívají. A to je, zdá se, jeden z klíčových faktorů jejich úspěchu v reálném světě. Mrkněte na to!                        ~https://towardsdatascience.com/what-are-the-data-centric-ai-concepts-behind-gpt-models-a590071bb727~https://www.bizztreat.com/files/responsive/360/0/chatgpt.jpg
Datová gramotnost pro všechny | Mňamka #442~                          Datová gramotnost není důležitá jen pro technické pozice. Všechna oddělení napříč firmou potřebují stále ve větší míře data ke svému každodennímu rozhodování. A tak je naprosto vitální, aby všichni lidé ve firmě vnímali data v pozitivním světle, nikoliv jako něco nepřístupného, co je vyhrazeno jen pro pár vyvolených a zasvěcených. Jak ale dosáhnout toho, aby tomu tak skutečně bylo? No, není to nic jednoduchého, v dnešní mňamce si ale ukážeme, proč byste se do toho i přesto měli pustit!                        ~https://technative.io/why-data-literacy-matters-for-business-success/~https://www.bizztreat.com/files/responsive/360/0/gramotnost.jpeg
Jak na piktogramové grafy | Mňamka #443~                          Piktogramové grafy. Někteří lidé je považují za zábavnou a srozumitelnou formu, jak jednoduše komunikovat data širšímu publiku. Často se s nimi proto setkáme v médiích, reklamách či infografikách. Mají ale i své kritiky. Podle jejich názoru je prezentování dat v individuálních jednotkách ve většině případů nevhodné a působí spíše dětinsky. Tento „spor“ v naší mňamce určitě nerozsoudíme. Místo toho se ale podíváme na to, jakých pravidel se při tvorbě piktogramových grafů držet a kdy je skutečně lepší se jim raději vyhnout!                        ~https://www.storytellingwithdata.com/blog/what-is-a-unit-chart~https://www.bizztreat.com/files/responsive/360/0/unit.png
Šaty dělají kód aneb Proč je někdy lepší kebab než velbloud | Mňamka #441~                          I špatný standard může být lepší než žádný standard. Bez toho totiž ve vašem kódu velmi snadno zavládne chaos. V praxi se např. často stává, že lidé halabala kombinují různé druhy uvozovek, míchají malá a velká písmena v pojmenování proměnných nebo se pro jistotu vůbec žádných jmenných konvencí nedrží. Ostatně, Tomáš už se o tom mnohokrát přesvědčil na vlastní pěst. Sepsal pro vás proto mňamku, ve které si připomeneme, proč byste přece jen nějaký standard při psaní kódu mít měli!                        ~https://www.bizztreat.com/blog/saty-delaji-kod-aneb-proc-je-nekdy-lepsi-kebab-nez-velbloud-mnamka-441~https://www.bizztreat.com/files/responsive/360/0/kod.jpg
Digitální dvojčata – jak je využít? | Mňamka #439~                          Digitální dvojčata ve stále větší míře proměňují svět byznysu a analytiky. Tyto virtuální repliky výrobků, strojů a procesů totiž umožňují daný objekt simulovat v reálném čase, a tím testovat nejrůznější scénáře a předcházet potenciálním problémům. Své využití už našly například v leteckém průmyslu k testování tryskových motorů nebo v medicíně v rámci předoperační přípravy. V dnešní mňamce se proto podíváme, co můžeme od digitálních dvojčat očekávat do budoucna na poli byznysové analytiky!                        ~https://tdwi.org/articles/2023/03/23/diq-all-leveraging-power-of-digital-twins-in-medicine-and-business.aspx~https://www.bizztreat.com/files/responsive/360/0/twins.jpeg
Google Bard pro datovou vědu | Mňamka #440~                          Souboj generativních AI vstupuje do nové fáze. Google nedávno spustil testovací provoz vlastní umělé inteligence, která má ambici konkurovat ChatuGPT. Jmenuje se Bard a podobně jako jeho slavnější konkurent zvládne odpovídat na všechny vaše zvídavé dotazy. Pokud vás zajímá, jak vám může tato umělá inteligence pomoci při analytické práci, dnes tu máme mňamku přímo pro vás. Podíváme se totiž, jak si Bard poradí s programováním, datovou analytikou, vizualizacemi, časovými řadami nebo třeba Machine Learningem!                        ~https://www.datacamp.com/blog/bard-vs-chatgpt-for-data-science~https://www.bizztreat.com/files/responsive/360/0/bard.png
Využití dat v boji proti rakovině kůže | Mňamka #438~                          Rakovina kůže patří mezi nejčastější druhy nádorových onemocnění u nás. I přes značné pokroky v medicíně jde přitom stále o nemoc s poměrně vysokou úmrtností. Včasná diagnostika je proto naprosto klíčová. A právě zde hrají data čím dál větší roli. Jako velmi efektivní nástroj v boji proti rakovině se totiž ukázalo zejména strojové učení s využitím metody konvolučních neuronových sítí. Jaké jsou dosavadní výsledky a výzvy v této oblasti? To už se dozvíte v dnešní mňamce od Martina!                         ~https://www.bizztreat.com/blog/vyuziti-dat-v-boji-proti-rakovine-kuze-mnamka-438~https://www.bizztreat.com/files/responsive/360/0/3561-3.png
5 mýtů o cloudu | Mňamka #436~                          Řešit data v cloudu dává smysl čím dál většímu počtu firem. A není se čemu divit, cloud totiž nabízí neuvěřitelnou flexibilitu a jednoduchost použití. Přesto se ale stále najde spousta firem, které jedou kompletně on-premise a s přechodem na cloud váhají. Někdy má takové rozhodnutí objektivní důvody, často ale bývá spíše výsledkem mylných představ, které o cloudových datových skladech panují. A právě na to si posvítíme v této mňamce. Pojďte se se spolu s námi podívat na 5 nejčastějších mýtů o cloudu!                        ~https://www.ibm.com/blogs/journey-to-ai/2023/02/5-misconceptions-about-cloud-data-warehouses/~https://www.bizztreat.com/files/responsive/360/0/cloudmyths.png
